case,case_status,profile_status,scientific_question,expected_contribution,equation,domain,boundary_conditions,method,order,resolution,resolution_flag,ranks,scale,time_integrator,metrics,reference_check,priority,intended_artifact,estimated_seconds,command
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,1,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 1 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,1,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 1 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,1,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 1 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,1,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 1 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,1,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 1 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,1,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 1 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,1,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 1 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,1,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 1 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,1,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 1 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,1,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 1 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,1,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 1 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,2,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 2 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,2,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 2 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,2,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 2 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,2,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 2 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,2,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 2 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,2,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 2 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,2,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 2 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,2,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 2 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,2,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 2 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,2,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 2 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,2,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 2 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,2,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 2 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,2,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 2 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,2,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 2 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,2,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 2 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,2,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 2 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,3,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 3 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,3,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 3 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,3,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 3 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,3,20,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 20 -o 3 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,3,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 3 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,3,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 3 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,3,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 3 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,3,40,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 40 -o 3 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,3,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 3 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,3,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 3 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,3,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 3 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,3,80,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 80 -o 3 -method ofdg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,dg,3,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 3 -method dg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg-kxrcf,3,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 3 -method ofdg-kxrcf -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,oedg,3,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 3 -method oedg -cadence auto
advection_2d_triangular,proposed,draft,Does the implementation retain accuracy on an affine triangular mesh family?,Mesh-generality check.,u_t + u_x + u_y = 0,"[-1,1]^2 periodic triangular mesh",periodic,ofdg,3,160,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,exact translated solution and time-step halving,required,supplementary convergence tables,210,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/advection -d 2 -tf 1.1 -triangular -n 160 -o 3 -method ofdg -cadence auto
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,dg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg-kxrcf,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,oedg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,dg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 1 -o 1 -method dg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg-kxrcf,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 1 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,oedg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 1 -o 1 -method oedg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 1 -o 1 -method ofdg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,dg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 2 -o 1 -method dg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg-kxrcf,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 2 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,oedg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 2 -o 1 -method oedg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 2 -o 1 -method ofdg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,dg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 3 -o 1 -method dg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg-kxrcf,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 3 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,oedg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 3 -o 1 -method oedg -cadence auto -scale 1.0
euler_wave_2d,proposed,draft,Is optimal density convergence retained for a two-dimensional Euler wave?,Multidimensional system accuracy comparison.,compressible Euler,"[0,2]^2 periodic",periodic,ofdg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact density wave and time-step halving,required,separate method density tables,315,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 3 -tf 2 -no-vis -r 3 -o 1 -method ofdg -cadence auto -scale 1.0
